Date,NtaCode,Thefts,TransitOfPeople,MarketTurnover
2020-01-23,BK32,1.0,38009,53213.32
2020-01-24,BK32,0.0,8467,16934.81
2020-01-25,BK32,3.0,6326,5693.8
2020-01-26,BK32,0.0,6577,13154.79
2020-01-27,BK32,0.0,4888,9776.92
2020-01-28,BK32,0.0,8042,16085.44
2020-01-29,BK32,2.0,5159,4901.39
2020-01-30,BK32,0.0,3579,7159.7
2020-01-31,BK32,1.0,32550,45571.21
2020-01-01,BX30,2.0,5827,5535.78
2020-01-02,BX30,1.0,34479,48271.91
2020-01-03,BX30,0.0,16160,32321.65
2020-01-04,BX30,0.0,8486,16973.17
2020-01-05,BX30,0.0,7921,15842.37
2020-01-06,BX30,1.0,36275,50785.33
2020-01-07,BX30,0.0,10424,20848.36
2020-01-08,BX30,1.0,38219,53506.9
2020-01-09,BX30,2.0,5375,5106.26
2020-01-10,BX30,1.0,32809,45933.1
2020-01-11,BX30,0.0,12894,25789.5
2020-01-12,BX30,2.0,5596,5316.75
2020-01-13,BX30,1.0,35823,50152.26
2020-01-14,BX30,2.0,5677,5393.82
2020-01-15,BX30,1.0,41394,57951.8
2020-01-16,BX30,1.0,39285,54999.32
2020-01-17,BX30,1.0,41415,57981.16
2020-01-18,BX30,0.0,16044,32088.03
2020-01-19,BX30,0.0,14316,28632.65
2020-01-20,BX30,2.0,5800,5510.07
2020-01-21,BX30,0.0,8142,16285.87
2020-01-22,BX30,1.0,30754,43056.71
2020-01-23,BX30,0.0,17984,35969.76
2020-01-24,BX30,1.0,37874,53024.25
2020-01-25,BX30,0.0,5907,11814.84
2020-01-26,BX30,2.0,5867,5574.35
2020-01-27,BX30,0.0,14177,28355.52
2020-01-28,BX30,0.0,13401,26803.85
2020-01-29,BX30,1.0,35002,49003.51
2020-01-30,BX30,0.0,8713,17426.08
2020-01-31,BX30,0.0,4432,8865.34
2020-01-01,BX36,0.0,4156,8312.9
2020-01-02,BX36,1.0,3362,4707.33
2020-01-03,BX36,2.0,1387,1318.39
2020-01-04,BX36,1.0,2456,3439.04
2020-01-05,BX36,1.0,3056,4278.86
2020-01-06,BX36,0.0,4572,9144.23
2020-01-07,BX36,0.0,1094,2188.03
2020-01-08,BX36,1.0,3103,4344.99
2020-01-09,BX36,1.0,2762,3867.35
2020-01-10,BX36,0.0,1147,2295.69
2020-01-11,BX36,1.0,2656,3719.56
2020-01-12,BX36,0.0,3364,6728.69
2020-01-13,BX36,0.0,1300,2601.17
2020-01-14,BX36,0.0,1064,2128.69
2020-01-15,BX36,1.0,2726,3816.53
2020-01-16,BX36,0.0,1284,2568.53
2020-01-17,BX36,0.0,1371,2743.1
2020-01-18,BX36,0.0,1299,2598.97
2020-01-19,BX36,0.0,1141,2283.78
2020-01-20,BX36,2.0,1388,1318.61
2020-01-21,BX36,0.0,3037,6074.9
2020-01-22,BX36,1.0,3080,4313.4
2020-01-23,BX36,2.0,1356,1288.27
2020-01-24,BX36,0.0,3554,7108.46
2020-01-25,BX36,0.0,1422,2845.41
2020-01-26,BX36,1.0,3087,4322.27
2020-01-27,BX36,0.0,2167,4334.22
2020-01-28,BX36,0.0,3930,7861.24
2020-01-29,BX36,0.0,3377,6755.89
2020-01-30,BX36,2.0,1492,1418.14
2020-01-31,BX36,0.0,4217,8434.21
2020-01-01,SI35,0.0,18899,37799.5
2020-01-02,SI35,2.0,6398,6078.66
2020-01-03,SI35,1.0,40710,56994.61
2020-01-04,SI35,1.0,38472,53861.3
2020-01-05,SI35,0.0,9242,18484.64
2020-01-06,SI35,0.0,5413,10827.69
2020-01-07,SI35,0.0,7198,14396.94
2020-01-08,SI35,1.0,42988,60183.52
2020-01-09,SI35,1.0,35361,49506.54
2020-01-10,SI35,2.0,6864,6520.91
2020-01-11,SI35,0.0,5622,11244.47
2020-01-12,SI35,1.0,44308,62031.76
2020-01-13,SI35,1.0,43676,61147.25
2020-01-14,SI35,1.0,35305,49427.3
2020-01-15,SI35,0.0,11735,23471.45
2020-01-16,SI35,0.0,11649,23298.1
2020-01-17,SI35,2.0,6523,6197.31
2020-01-18,SI35,2.0,7236,6874.52
2020-01-19,SI35,1.0,42897,60056.79
2020-01-20,SI35,0.0,17332,34665.73
2020-01-21,SI35,0.0,3815,7630.67
2020-01-22,SI35,2.0,6411,6091.32
2020-01-23,SI35,0.0,14081,28163.97
2020-01-24,SI35,2.0,6952,6604.86
2020-01-25,SI35,0.0,19439,38879.74
2020-01-26,SI35,0.0,15722,31444.28
2020-01-27,SI35,0.0,9837,19675.55
2020-01-28,SI35,1.0,45566,63793.59
2020-01-29,SI35,0.0,7579,15159.25
2020-01-30,SI35,2.0,6378,6059.58
2020-01-31,SI35,0.0,8455,16910.27
2020-01-01,SI22,0.0,17489,34978.88
2020-01-02,SI22,2.0,9082,8628.66
2020-01-03,SI22,1.0,60231,84324.15
2020-01-04,SI22,0.0,17013,34027.03
2020-01-05,SI22,0.0,15608,31216.98
2020-01-06,SI22,0.0,26598,53197.04
2020-01-07,SI22,0.0,7252,14504.75
2020-01-08,SI22,0.0,7869,15739.58
2020-01-09,SI22,0.0,23398,46797.22
2020-01-10,SI22,2.0,8837,8396.01
2020-01-11,SI22,1.0,54312,76037.58
2020-01-12,SI22,0.0,8674,17348.89
2020-01-13,SI22,1.0,57763,80869.51
2020-01-14,SI22,0.0,17890,35780.38
2020-01-15,SI22,0.0,16408,32816.99
2020-01-16,SI22,0.0,19037,38075.86
2020-01-17,SI22,2.0,9076,8622.31
2020-01-18,SI22,0.0,5898,11797.73
2020-01-19,SI22,2.0,8013,7612.59
2020-01-20,SI22,1.0,48784,68298.89
2020-01-21,SI22,1.0,49304,69026.22
2020-01-22,SI22,0.0,14179,28359.01
2020-01-23,SI22,0.0,5862,11724.41
2020-01-24,SI22,0.0,27354,54708.93
2020-01-25,SI22,0.0,10385,20770.84
2020-01-26,SI22,1.0,49769,69676.93
2020-01-27,SI22,0.0,10635,21270.55
2020-01-28,SI22,2.0,8321,7905.32
2020-01-29,SI22,0.0,15650,31300.39
2020-01-30,SI22,0.0,16309,32619.01
2020-01-31,SI22,1.0,51654,72316.5
2020-01-01,QN37,1.0,6083,8517.26
2020-01-02,QN37,2.0,2441,2319.4
2020-01-03,QN37,0.0,2368,4737.58
2020-01-04,QN37,0.0,2527,5054.2
2020-01-05,QN37,1.0,6294,8812.31
2020-01-06,QN37,0.0,1089,2179.04
2020-01-07,QN37,3.0,2053,1848.52
2020-01-08,QN37,0.0,1637,3274.64
2020-01-09,QN37,0.0,2580,5160.84
2020-01-10,QN37,1.0,5201,7281.62
2020-01-11,QN37,0.0,1273,2547.02
2020-01-12,QN37,2.0,2550,2422.57
2020-01-13,QN37,1.0,6325,8855.73
2020-01-14,QN37,1.0,4812,6737.19
2020-01-15,QN37,0.0,1848,3697.21
2020-01-16,QN37,0.0,1079,2158.8
2020-01-17,QN37,0.0,1672,3345.18
2020-01-18,QN37,1.0,5869,8217.5
2020-01-19,QN37,1.0,6259,8763.64
2020-01-20,QN37,0.0,2478,4957.88
2020-01-21,QN37,2.0,2670,2537.41
2020-01-22,QN37,2.0,2756,2618.78
2020-01-23,QN37,1.0,4529,6341.3
2020-01-24,QN37,0.0,1498,2996.45
2020-01-25,QN37,1.0,5184,7258.82
2020-01-26,QN37,2.0,2547,2420.19
2020-01-27,QN37,1.0,5981,8374.45
2020-01-28,QN37,0.0,2061,4123.84
2020-01-29,QN37,1.0,6350,8890.23
2020-01-30,QN37,1.0,5894,8252.97
2020-01-31,QN37,1.0,5553,7774.68
2020-01-01,QN25,1.0,23966,33552.71
2020-01-02,QN25,0.0,8688,17376.73
2020-01-03,QN25,0.0,5376,10753.65
2020-01-04,QN25,0.0,9907,19815.6
2020-01-05,QN25,1.0,26564,37190.79
2020-01-06,QN25,2.0,3840,3648.72
2020-01-07,QN25,0.0,2862,5724.12
2020-01-08,QN25,0.0,8052,16104.9
2020-01-09,QN25,0.0,8629,17259.86
2020-01-10,QN25,1.0,24117,33764.32
2020-01-11,QN25,1.0,22330,31262.13
2020-01-12,QN25,0.0,9565,19130.85
2020-01-13,QN25,0.0,9404,18809.42
2020-01-14,QN25,0.0,8060,16121.51
2020-01-15,QN25,0.0,8883,17767.1
2020-01-16,QN25,0.0,5576,11153.09
2020-01-17,QN25,1.0,25392,35550.03
2020-01-18,QN25,0.0,2741,5482.69
2020-01-19,QN25,0.0,4832,9664.61
2020-01-20,QN25,0.0,2815,5630.68
2020-01-21,QN25,0.0,3818,7636.91
2020-01-22,QN25,0.0,5465,10930.29
2020-01-23,QN25,0.0,9203,18406.88
2020-01-24,QN25,0.0,6681,13362.97
2020-01-25,QN25,0.0,3250,6501.17
2020-01-26,QN25,0.0,4368,8736.09
2020-01-27,QN25,2.0,3920,3724.49
2020-01-28,QN25,1.0,25689,35965.17
2020-01-29,QN25,0.0,2840,5680.69
2020-01-30,QN25,1.0,22930,32102.58
2020-01-31,QN25,0.0,6471,12942.24
2020-01-01,QN26,0.0,4441,8883.76
2020-01-02,QN26,1.0,20993,29391.02
2020-01-03,QN26,0.0,10310,20621.83
2020-01-04,QN26,2.0,3651,3468.73
2020-01-05,QN26,0.0,6771,13542.97
2020-01-06,QN26,0.0,2297,4594.78
2020-01-07,QN26,0.0,8227,16454.4
2020-01-08,QN26,0.0,5332,10664.5
2020-01-09,QN26,2.0,3818,3627.49
2020-01-10,QN26,1.0,23683,33157.03
2020-01-11,QN26,0.0,5671,11342.12
2020-01-12,QN26,0.0,9536,19073.4
2020-01-13,QN26,1.0,24325,34055.4
2020-01-14,QN26,0.0,6408,12817.61
2020-01-15,QN26,0.0,11468,22937.65
2020-01-16,QN26,0.0,10028,20057.8
2020-01-17,QN26,2.0,3962,3764.75
2020-01-18,QN26,0.0,4850,9700.12
2020-01-19,QN26,0.0,9006,18013.82
2020-01-20,QN26,0.0,11144,22289.39
2020-01-21,QN26,1.0,22850,31990.17
2020-01-22,QN26,2.0,3851,3659.02
2020-01-23,QN26,1.0,19932,27905.52
2020-01-24,QN26,2.0,4051,3849.38
2020-01-25,QN26,0.0,2575,5150.82
2020-01-26,QN26,0.0,4658,9316.26
2020-01-27,QN26,0.0,7750,15501.11
2020-01-28,QN26,0.0,10336,20673.91
2020-01-29,QN26,0.0,6982,13964.7
2020-01-30,QN26,1.0,23254,32556.55
2020-01-31,QN26,0.0,8526,17052.47
2020-01-01,BX75,2.0,3677,3493.4
2020-01-02,BX75,2.0,3379,3210.66
2020-01-03,BX75,0.0,6856,13712.55
2020-01-04,BX75,0.0,10475,20951.93
2020-01-05,BX75,0.0,4503,9007.85
2020-01-06,BX75,0.0,2248,4497.33
2020-01-07,BX75,2.0,3214,3053.65
2020-01-08,BX75,0.0,10595,21191.86
2020-01-09,BX75,0.0,4895,9791.71
2020-01-10,BX75,0.0,6987,13974.7
2020-01-11,BX75,0.0,5741,11483.33
2020-01-12,BX75,1.0,20769,29076.63
2020-01-13,BX75,1.0,22981,32174.14
2020-01-14,BX75,0.0,7127,14255.87
2020-01-15,BX75,0.0,4361,8722.79
2020-01-16,BX75,2.0,3268,3105.31
2020-01-17,BX75,2.0,3545,3368.27
2020-01-18,BX75,0.0,7262,14525.33
2020-01-19,BX75,1.0,24861,34805.53
2020-01-20,BX75,2.0,3280,3116.02
2020-01-21,BX75,2.0,3405,3235.46
2020-01-22,BX75,0.0,6779,13558.54
2020-01-23,BX75,1.0,23723,33212.97
2020-01-24,BX75,2.0,3420,3249.54
2020-01-25,BX75,2.0,3177,3018.21
2020-01-26,BX75,2.0,3330,3164.41
2020-01-27,BX75,1.0,19209,26892.67
2020-01-28,BX75,0.0,6889,13778.78
2020-01-29,BX75,0.0,7313,14627.17
2020-01-30,BX75,0.0,2181,4363.44
2020-01-31,BX75,1.0,22667,31734.8
2020-01-01,SI07,0.0,9915,19830.5
2020-01-02,SI07,0.0,5556,11113.64
2020-01-03,SI07,1.0,21998,30797.23
2020-01-04,SI07,0.0,2344,4688.18
2020-01-05,SI07,1.0,18323,25652.73
2020-01-06,SI07,0.0,8460,16921.51
2020-01-07,SI07,1.0,19992,27989.97
2020-01-08,SI07,0.0,7819,15639.27
2020-01-09,SI07,2.0,3446,3273.97
2020-01-10,SI07,2.0,3125,2969.45
2020-01-11,SI07,1.0,17756,24859.49
2020-01-12,SI07,0.0,3644,7288.51
2020-01-13,SI07,1.0,22020,30829.33
2020-01-14,SI07,2.0,3354,3186.98
2020-01-15,SI07,1.0,24285,33999.78
2020-01-16,SI07,0.0,9342,18684.45
2020-01-17,SI07,2.0,3345,3178.41
2020-01-18,SI07,0.0,4583,9166.87
2020-01-19,SI07,0.0,10320,20641.53
2020-01-20,SI07,0.0,9163,18326.28
2020-01-21,SI07,1.0,17702,24783.19
2020-01-22,SI07,0.0,9936,19873.52
2020-01-23,SI07,2.0,3379,3210.51
2020-01-24,SI07,0.0,6733,13467.8
2020-01-25,SI07,1.0,24435,34209.25
2020-01-26,SI07,2.0,3439,3267.14
2020-01-27,SI07,0.0,8322,16645.6
2020-01-28,SI07,1.0,21411,29976.77
2020-01-29,SI07,0.0,5611,11223.19
2020-01-30,SI07,1.0,23797,33316.26
2020-01-31,SI07,0.0,7574,15148.33
2020-01-01,SI28,1.0,25469,35656.99
2020-01-02,SI28,0.0,3317,6635.24
2020-01-03,SI28,0.0,2684,5368.14
2020-01-04,SI28,0.0,11422,22845.76
2020-01-05,SI28,0.0,2089,4179.25
2020-01-06,SI28,1.0,19653,27514.99
2020-01-07,SI28,1.0,19080,26712.34
2020-01-08,SI28,0.0,2596,5192.27
2020-01-09,SI28,1.0,24813,34739.29
2020-01-10,SI28,0.0,2816,5633.5
2020-01-11,SI28,0.0,10542,21084.91
2020-01-12,SI28,0.0,9615,19230.37
2020-01-13,SI28,0.0,7701,15403.34
2020-01-14,SI28,0.0,7431,14863.23
2020-01-15,SI28,1.0,25979,36370.7
2020-01-16,SI28,1.0,23091,32327.42
2020-01-17,SI28,0.0,7879,15758.05
2020-01-18,SI28,0.0,11619,23239.1
2020-01-19,SI28,0.0,3943,7887.22
2020-01-20,SI28,2.0,3678,3494.14
2020-01-21,SI28,0.0,11249,22499.25
2020-01-22,SI28,0.0,7045,14090.82
2020-01-23,SI28,0.0,8452,16904.48
2020-01-24,SI28,0.0,8647,17294.96
2020-01-25,SI28,0.0,8966,17932.65
2020-01-26,SI28,0.0,3965,7931.73
2020-01-27,SI28,1.0,24662,34526.83
2020-01-28,SI28,1.0,25956,36339.14
2020-01-29,SI28,0.0,2511,5022.34
2020-01-30,SI28,2.0,3808,3618.25
2020-01-31,SI28,2.0,3665,3482.06
2020-01-01,BX44,1.0,6119,8567.15
2020-01-02,BX44,0.0,2825,5651.14
2020-01-03,BX44,1.0,7252,10154.08
2020-01-04,BX44,0.0,2712,5425.63
2020-01-05,BX44,0.0,1982,3964.87
2020-01-06,BX44,0.0,1330,2660.01
2020-01-07,BX44,0.0,2677,5354.19
2020-01-08,BX44,0.0,2752,5504.45
2020-01-09,BX44,0.0,2788,5576.09
2020-01-10,BX44,2.0,3205,3045.43
2020-01-11,BX44,0.0,3136,6272.2
2020-01-12,BX44,0.0,2411,4822.7
2020-01-13,BX44,1.0,6124,8574.82
2020-01-14,BX44,0.0,1943,3886.76
2020-01-15,BX44,1.0,7654,10715.8
2020-01-16,BX44,0.0,3272,6544.59
2020-01-17,BX44,0.0,1871,3743.03
2020-01-18,BX44,0.0,2132,4265.28
2020-01-19,BX44,2.0,3141,2984.32
2020-01-20,BX44,0.0,2965,5931.19
2020-01-21,BX44,0.0,1267,2535.64
2020-01-22,BX44,1.0,7666,10733.68
2020-01-23,BX44,1.0,6219,8707.09
2020-01-24,BX44,1.0,6406,8968.87
2020-01-25,BX44,0.0,2709,5418.25
2020-01-26,BX44,1.0,5830,8162.34
2020-01-27,BX44,0.0,2204,4409.82
2020-01-28,BX44,0.0,2800,5600.3
2020-01-29,BX44,1.0,6869,9617.47
2020-01-30,BX44,0.0,1803,3606.54
2020-01-31,BX44,1.0,6215,8701.05
2020-01-01,SI12,2.0,8252,7839.93
2020-01-02,SI12,3.0,10594,9535.12
2020-01-03,SI12,1.0,64876,90827.58
2020-01-04,SI12,1.0,53424,74794.54
2020-01-05,SI12,1.0,58598,82037.48
2020-01-06,SI12,0.0,27070,54141.59
2020-01-07,SI12,0.0,14335,28671.55
2020-01-08,SI12,0.0,17519,35039.48
2020-01-09,SI12,2.0,8413,7992.66
2020-01-10,SI12,1.0,55347,77486.93
2020-01-11,SI12,2.0,8911,8466.22
2020-01-12,SI12,1.0,59332,83064.95
2020-01-13,SI12,0.0,13033,26067.24
2020-01-14,SI12,1.0,46954,65736.85
2020-01-15,SI12,0.0,11788,23576.22
2020-01-16,SI12,1.0,48556,67979.39
2020-01-17,SI12,1.0,47982,67175.96
2020-01-18,SI12,0.0,22491,44982.05
2020-01-19,SI12,1.0,65011,91015.41
2020-01-20,SI12,2.0,8372,7954.06
2020-01-21,SI12,0.0,7107,14215.58
2020-01-22,SI12,0.0,7944,15889.97
2020-01-23,SI12,1.0,57826,80956.57
2020-01-24,SI12,1.0,55558,77781.95
2020-01-25,SI12,0.0,17956,35913.39
2020-01-26,SI12,1.0,48615,68062.34
2020-01-27,SI12,2.0,8392,7972.5
2020-01-28,SI12,0.0,15665,31330.66
2020-01-29,SI12,0.0,4966,9932.56
2020-01-30,SI12,0.0,26092,52184.24
2020-01-31,SI12,0.0,19486,38972.51
2020-01-01,MN28,2.0,3293,3128.93
2020-01-02,MN28,0.0,4080,8160.42
2020-01-03,MN28,0.0,5864,11728.21
2020-01-04,MN28,0.0,8452,16905.8
2020-01-05,MN28,2.0,3172,3013.64
2020-01-06,MN28,0.0,4650,9300.08
2020-01-07,MN28,0.0,6989,13978.98
2020-01-08,MN28,2.0,3467,3294.56
2020-01-09,MN28,0.0,9384,18768.74
2020-01-10,MN28,0.0,4365,8731.59
2020-01-11,MN28,0.0,2459,4919.94
2020-01-12,MN28,0.0,4877,9755.32
2020-01-13,MN28,0.0,9879,19758.82
2020-01-14,MN28,1.0,20779,29091.31
2020-01-15,MN28,0.0,4914,9828.15
2020-01-16,MN28,0.0,8679,17359.03
2020-01-17,MN28,2.0,3401,3230.99
2020-01-18,MN28,0.0,4417,8835.99
2020-01-19,MN28,1.0,17366,24312.88
2020-01-20,MN28,1.0,22875,32025.03
2020-01-21,MN28,0.0,4733,9467.34
2020-01-22,MN28,2.0,3177,3018.3
2020-01-23,MN28,1.0,19810,27734.07
2020-01-24,MN28,0.0,9370,18740.54
2020-01-25,MN28,0.0,3551,7102.08
2020-01-26,MN28,0.0,4995,9991.58
2020-01-27,MN28,0.0,6081,12163.71
2020-01-28,MN28,2.0,3400,3230.78
2020-01-29,MN28,2.0,3521,3345.0
2020-01-30,MN28,1.0,17787,24902.66
2020-01-31,MN28,0.0,6502,13004.22
2020-01-01,BK19,0.0,7211,14423.6
2020-01-02,BK19,1.0,29473,41262.32
2020-01-03,BK19,0.0,4459,8919.7
2020-01-04,BK19,1.0,33878,47429.92
2020-01-05,BK19,0.0,14967,29935.37
2020-01-06,BK19,1.0,29177,40847.94
2020-01-07,BK19,0.0,8364,16729.73
2020-01-08,BK19,0.0,14277,28555.45
2020-01-09,BK19,0.0,13156,26312.67
2020-01-10,BK19,0.0,9016,18032.09
2020-01-11,BK19,1.0,33212,46497.03
2020-01-12,BK19,0.0,10218,20436.29
2020-01-13,BK19,0.0,6445,12891.37
2020-01-14,BK19,0.0,5580,11160.35
2020-01-15,BK19,0.0,7358,14716.49
2020-01-16,BK19,0.0,8515,17030.39
2020-01-17,BK19,2.0,4803,4563.79
2020-01-18,BK19,0.0,12851,25702.57
2020-01-19,BK19,1.0,31376,43927.33
2020-01-20,BK19,2.0,4468,4244.65
2020-01-21,BK19,0.0,9583,19167.02
2020-01-22,BK19,0.0,6272,12545.73
2020-01-23,BK19,0.0,9496,18992.14
2020-01-24,BK19,1.0,26644,37301.67
2020-01-25,BK19,0.0,12418,24837.66
2020-01-26,BK19,0.0,2703,5407.47
2020-01-27,BK19,0.0,7709,15419.67
2020-01-28,BK19,2.0,4551,4323.79
2020-01-29,BK19,0.0,3060,6121.3
2020-01-30,BK19,0.0,11747,23495.7
2020-01-31,BK19,0.0,5232,10465.71
2020-01-01,QN17,0.0,908,1817.47
2020-01-02,QN17,2.0,487,462.91
2020-01-03,QN17,0.0,2738,5477.09
2020-01-04,QN17,0.0,1746,3492.82
2020-01-05,QN17,2.0,516,490.63
2020-01-06,QN17,0.0,1658,3317.58
2020-01-07,QN17,0.0,857,1714.48
2020-01-08,QN17,0.0,1231,2462.15
2020-01-09,QN17,2.0,475,451.63
2020-01-10,QN17,1.0,4780,6692.3
2020-01-11,QN17,0.0,1059,2118.67
2020-01-12,QN17,0.0,2080,4161.04
2020-01-13,QN17,1.0,3582,5014.92
2020-01-14,QN17,2.0,529,503.44
2020-01-15,QN17,0.0,2496,4992.18
2020-01-16,QN17,0.0,1652,3304.6
2020-01-17,QN17,1.0,4406,6169.18
2020-01-18,QN17,3.0,408,367.51
2020-01-19,QN17,0.0,2124,4248.51
2020-01-20,QN17,0.0,1288,2576.31
2020-01-21,QN17,0.0,2701,5402.63
2020-01-22,QN17,2.0,521,495.25
2020-01-23,QN17,0.0,1864,3728.15
2020-01-24,QN17,1.0,3734,5228.29
2020-01-25,QN17,0.0,2482,4965.96
2020-01-26,QN17,0.0,1686,3372.18
2020-01-27,QN17,1.0,3709,5193.13
2020-01-28,QN17,0.0,2774,5549.22
2020-01-29,QN17,1.0,4865,6812.22
2020-01-30,QN17,2.0,501,476.49
2020-01-31,QN17,1.0,3847,5385.97
2020-01-01,QN18,1.0,5173,7242.94
2020-01-02,QN18,2.0,2885,2741.04
2020-01-03,QN18,0.0,2099,4198.36
2020-01-04,QN18,0.0,2491,4983.84
2020-01-05,QN18,0.0,2154,4309.0
2020-01-06,QN18,0.0,2130,4261.91
2020-01-07,QN18,0.0,2307,4614.37
2020-01-08,QN18,1.0,5172,7240.92
2020-01-09,QN18,1.0,5615,7861.4
2020-01-10,QN18,2.0,2627,2496.11
2020-01-11,QN18,0.0,1167,2334.46
2020-01-12,QN18,0.0,2005,4011.83
2020-01-13,QN18,1.0,5890,8246.6
2020-01-14,QN18,0.0,3919,7838.44
2020-01-15,QN18,0.0,2402,4805.74
2020-01-16,QN18,0.0,4084,8168.56
2020-01-17,QN18,1.0,4755,6657.58
2020-01-18,QN18,0.0,2273,4546.56
2020-01-19,QN18,0.0,2643,5287.86
2020-01-20,QN18,1.0,6489,9085.07
2020-01-21,QN18,4.0,2149,1934.33
2020-01-22,QN18,1.0,5543,7760.38
2020-01-23,QN18,2.0,2763,2625.68
2020-01-24,QN18,1.0,5843,8180.72
2020-01-25,QN18,0.0,1138,2276.2
2020-01-26,QN18,2.0,2674,2540.74
2020-01-27,QN18,0.0,1291,2583.51
2020-01-28,QN18,2.0,2665,2532.38
2020-01-29,QN18,0.0,2072,4145.36
2020-01-30,QN18,0.0,1446,2893.66
2020-01-31,QN18,1.0,4903,6865.29
2020-01-01,MN09,0.0,9936,19873.65
2020-01-02,MN09,0.0,5214,10428.83
2020-01-03,MN09,0.0,7946,15893.45
2020-01-04,MN09,1.0,19678,27549.77
2020-01-05,MN09,2.0,3390,3220.98
2020-01-06,MN09,1.0,21282,29795.88
2020-01-07,MN09,0.0,6385,12771.76
2020-01-08,MN09,1.0,23957,33540.43
2020-01-09,MN09,0.0,11004,22008.51
2020-01-10,MN09,0.0,7065,14131.34
2020-01-11,MN09,0.0,4987,9974.87
2020-01-12,MN09,0.0,8961,17922.2
2020-01-13,MN09,0.0,6247,12494.74
2020-01-14,MN09,0.0,2435,4871.27
2020-01-15,MN09,0.0,2757,5514.56
2020-01-16,MN09,0.0,7650,15301.91
2020-01-17,MN09,0.0,5388,10777.82
2020-01-18,MN09,1.0,19248,26948.01
2020-01-19,MN09,0.0,9223,18446.19
2020-01-20,MN09,0.0,4722,9445.65
2020-01-21,MN09,2.0,3528,3351.93
2020-01-22,MN09,0.0,11232,22464.53
2020-01-23,MN09,0.0,3495,6991.45
2020-01-24,MN09,1.0,21113,29558.78
2020-01-25,MN09,2.0,3640,3458.04
2020-01-26,MN09,0.0,10713,21426.24
2020-01-27,MN09,2.0,3494,3319.59
2020-01-28,MN09,2.0,3417,3247.0
2020-01-29,MN09,2.0,3273,3109.8
2020-01-30,MN09,1.0,18480,25872.75
2020-01-31,MN09,1.0,20588,28823.48
2020-01-01,MN20,0.0,5158,10316.76
2020-01-02,MN20,0.0,3819,7638.45
2020-01-03,MN20,1.0,20443,28620.99
2020-01-04,MN20,0.0,7652,15305.11
2020-01-05,MN20,1.0,15815,22141.97
2020-01-06,MN20,0.0,2514,5029.4
2020-01-07,MN20,0.0,2913,5827.57
2020-01-08,MN20,0.0,8224,16449.0
2020-01-09,MN20,0.0,2418,4837.44
2020-01-10,MN20,0.0,2805,5611.21
2020-01-11,MN20,0.0,5237,10475.16
2020-01-12,MN20,0.0,2101,4202.54
2020-01-13,MN20,0.0,6896,13792.34
2020-01-14,MN20,0.0,4765,9530.98
2020-01-15,MN20,2.0,8027,7625.69
2020-01-16,MN20,1.0,17750,24851.3
2020-01-17,MN20,1.0,19617,27464.55
2020-01-18,MN20,2.0,8478,8054.14
2020-01-19,MN20,0.0,9020,18041.45
2020-01-20,MN20,0.0,5338,10677.25
2020-01-21,MN20,0.0,8351,16702.32
2020-01-22,MN20,0.0,4734,9469.51
2020-01-23,MN20,1.0,16304,22825.96
2020-01-24,MN20,1.0,15686,21961.05
2020-01-25,MN20,0.0,4369,8739.42
2020-01-26,MN20,0.0,6953,13907.98
2020-01-27,MN20,1.0,20699,28978.78
2020-01-28,MN20,0.0,8724,17448.12
2020-01-29,MN20,0.0,6656,13312.57
2020-01-30,MN20,0.0,6892,13785.7
2020-01-31,MN20,1.0,15649,21909.24
2020-01-01,QN60,1.0,56089,78525.78
2020-01-02,QN60,1.0,57903,81065.55
2020-01-03,QN60,0.0,27429,54858.8
2020-01-04,QN60,1.0,63894,89452.78
2020-01-05,QN60,2.0,8730,8294.15
2020-01-06,QN60,0.0,18585,37171.46
2020-01-07,QN60,2.0,8672,8239.32
2020-01-08,QN60,0.0,29265,58531.27
2020-01-09,QN60,2.0,9757,9269.43
2020-01-10,QN60,0.0,25361,50723.95
2020-01-11,QN60,0.0,28898,57796.75
2020-01-12,QN60,1.0,65264,91370.82
2020-01-13,QN60,0.0,25274,50548.44
2020-01-14,QN60,2.0,9036,8584.49
2020-01-15,QN60,2.0,8555,8127.3
2020-01-16,QN60,0.0,27499,54998.94
2020-01-17,QN60,0.0,13032,26065.89
2020-01-18,QN60,3.0,10937,9844.14
2020-01-19,QN60,1.0,59835,83770.15
2020-01-20,QN60,2.0,9413,8942.77
2020-01-21,QN60,2.0,8637,8205.75
2020-01-22,QN60,0.0,5989,11978.88
2020-01-23,QN60,0.0,6545,13090.7
2020-01-24,QN60,3.0,10898,9808.52
2020-01-25,QN60,0.0,9384,18768.3
2020-01-26,QN60,0.0,9858,19716.98
2020-01-27,QN60,2.0,8598,8168.56
2020-01-28,QN60,0.0,21650,43301.1
2020-01-29,QN60,2.0,9373,8905.09
2020-01-30,QN60,0.0,18552,37105.09
2020-01-31,QN60,0.0,6641,13282.21
2020-01-01,QN12,0.0,5443,10886.86
2020-01-02,QN12,1.0,14581,20414.72
2020-01-03,QN12,0.0,7244,14488.26
2020-01-04,QN12,0.0,7015,14030.96
2020-01-05,QN12,1.0,16440,23016.91
2020-01-06,QN12,0.0,5400,10800.95
2020-01-07,QN12,0.0,2907,5815.51
2020-01-08,QN12,1.0,12469,17457.49
2020-01-09,QN12,2.0,6495,6170.81
2020-01-10,QN12,2.0,6796,6456.42
